Date;Time;Temperature (C);pH value
02/06/2022;13:49:33;28.00;6.38
02/06/2022;13:50:33;28.00;6.38
02/06/2022;13:51:34;28.00;6.39
02/06/2022;13:52:34;28.00;6.52
02/06/2022;13:53:34;28.00;6.38
02/06/2022;13:54:34;28.00;6.49
02/06/2022;13:55:34;28.00;6.38
02/06/2022;13:56:34;28.00;6.43
02/06/2022;13:57:34;28.00;6.37
02/06/2022;13:58:35;28.00;6.37
02/06/2022;13:59:35;28.00;6.35
02/06/2022;14:00:35;28.00;6.37
02/06/2022;14:01:35;28.00;6.40
02/06/2022;14:02:35;28.00;6.48
02/06/2022;14:03:35;28.00;6.50
02/06/2022;14:04:35;28.00;6.38
02/06/2022;14:05:36;28.00;6.50
02/06/2022;14:06:36;28.00;6.38
02/06/2022;14:07:36;28.00;6.43
02/06/2022;14:08:36;28.00;6.49
02/06/2022;14:09:36;28.00;6.46
02/06/2022;14:10:36;28.00;6.38
02/06/2022;14:11:36;28.00;6.40
02/06/2022;14:12:37;28.00;6.40
02/06/2022;14:13:37;28.00;6.49
02/06/2022;14:14:37;28.00;6.39
02/06/2022;14:15:37;28.00;6.50
02/06/2022;14:16:37;28.00;6.38
02/06/2022;14:17:37;28.00;6.38
02/06/2022;14:18:37;28.00;6.38
02/06/2022;14:19:38;28.00;6.45
02/06/2022;14:20:38;28.00;6.43
02/06/2022;14:21:38;28.00;6.50
02/06/2022;14:22:38;28.00;6.39
02/06/2022;14:23:38;28.00;6.48
02/06/2022;14:24:38;28.00;6.41
02/06/2022;14:25:38;28.00;6.54
02/06/2022;14:26:38;28.00;6.41
02/06/2022;14:27:39;28.00;6.40
02/06/2022;14:28:39;28.00;6.40
02/06/2022;14:29:39;28.00;6.52
02/06/2022;14:30:39;28.00;6.45
02/06/2022;14:31:39;28.00;6.50
02/06/2022;14:32:39;28.00;6.45
02/06/2022;14:33:39;28.00;6.52
02/06/2022;14:34:40;28.00;6.39
02/06/2022;14:35:40;28.00;6.52
02/06/2022;14:36:40;28.50;6.40
02/06/2022;14:37:40;28.00;6.47
02/06/2022;14:38:40;28.50;6.50
02/06/2022;14:39:40;28.50;6.52
02/06/2022;14:40:40;28.50;6.48
02/06/2022;14:41:41;28.50;6.46
02/06/2022;14:42:41;28.50;6.45
02/06/2022;14:43:41;28.50;6.40
02/06/2022;14:44:41;28.50;6.40
02/06/2022;14:45:41;28.50;6.43
02/06/2022;14:46:41;28.50;6.52
02/06/2022;14:47:41;28.50;6.53
02/06/2022;14:48:42;28.50;6.52
02/06/2022;14:49:42;28.50;6.41
02/06/2022;14:50:42;28.50;6.40
02/06/2022;14:51:42;28.50;6.52
02/06/2022;14:52:42;28.50;6.49
02/06/2022;14:53:42;28.50;6.39
02/06/2022;14:54:42;28.50;6.52
02/06/2022;14:55:43;28.50;6.37
02/06/2022;14:56:43;28.50;6.37
02/06/2022;14:57:43;28.50;6.38
02/06/2022;14:58:43;28.50;6.38
02/06/2022;14:59:43;28.50;6.35
02/06/2022;15:00:43;28.50;6.48
02/06/2022;15:01:43;28.50;6.41
02/06/2022;15:02:44;28.50;6.35
02/06/2022;15:03:44;28.50;6.43
02/06/2022;15:04:44;28.50;6.37
02/06/2022;15:05:44;28.50;6.36
02/06/2022;15:06:44;28.50;6.46
02/06/2022;15:07:44;28.50;6.46
02/06/2022;15:08:44;28.50;6.37
02/06/2022;15:09:45;28.50;6.44
02/06/2022;15:10:45;28.50;6.38
02/06/2022;15:11:45;28.50;6.36
02/06/2022;15:12:45;28.50;6.45
02/06/2022;15:13:45;28.50;6.44
02/06/2022;15:14:45;28.50;6.30
02/06/2022;15:15:45;28.50;6.31
02/06/2022;15:16:45;28.50;6.30
02/06/2022;15:17:46;29.00;6.40
02/06/2022;15:18:46;29.00;6.43
02/06/2022;15:19:46;29.00;6.38
02/06/2022;15:20:46;29.00;6.30
02/06/2022;15:21:46;29.00;6.29
02/06/2022;15:22:46;29.00;6.34
02/06/2022;15:23:46;29.00;6.43
02/06/2022;15:24:47;29.00;6.41
02/06/2022;15:25:47;29.00;6.36
02/06/2022;15:26:47;29.00;6.28
02/06/2022;15:27:47;29.00;6.37
02/06/2022;15:28:47;29.00;6.41
02/06/2022;15:29:47;29.00;6.41
02/06/2022;15:30:47;29.00;6.30
02/06/2022;15:31:48;29.00;6.35
02/06/2022;15:32:48;29.00;6.29
02/06/2022;15:33:48;29.00;6.31
02/06/2022;15:34:48;29.00;6.39
02/06/2022;15:35:48;29.00;6.40
02/06/2022;15:36:48;29.00;6.33
02/06/2022;15:37:48;29.00;6.40
02/06/2022;15:38:49;29.00;6.27
02/06/2022;15:39:49;29.00;6.39
02/06/2022;15:40:49;29.00;6.34
02/06/2022;15:41:49;29.00;6.39
02/06/2022;15:42:49;29.00;6.37
02/06/2022;15:43:49;29.00;6.28
02/06/2022;15:44:49;29.00;6.30
02/06/2022;15:45:50;29.00;6.27
02/06/2022;15:46:50;29.00;6.36
02/06/2022;15:47:50;29.00;6.27
02/06/2022;15:48:50;29.00;6.39
02/06/2022;15:49:50;29.00;6.25
02/06/2022;15:50:50;29.00;6.28
02/06/2022;15:51:50;29.00;6.39
02/06/2022;15:52:51;29.00;6.38
02/06/2022;15:53:51;29.00;6.37
02/06/2022;15:54:51;29.00;6.27
02/06/2022;15:55:51;29.00;6.38
02/06/2022;15:56:51;29.00;6.38
02/06/2022;15:57:51;29.00;6.28
02/06/2022;15:58:51;29.00;6.30
02/06/2022;15:59:51;29.00;6.25
02/06/2022;16:00:52;29.00;6.29
02/06/2022;16:01:52;29.00;6.38
02/06/2022;16:02:52;29.00;6.35
02/06/2022;16:03:52;29.00;6.33
02/06/2022;16:04:52;29.00;6.38
02/06/2022;16:05:52;29.00;6.41
02/06/2022;16:06:52;29.00;6.36
02/06/2022;16:07:53;29.00;6.35
02/06/2022;16:08:53;29.00;6.45
02/06/2022;16:09:53;29.00;6.35
02/06/2022;16:10:53;29.00;6.37
02/06/2022;16:11:53;29.00;6.41
02/06/2022;16:12:53;29.00;6.44
02/06/2022;16:13:53;29.00;6.43
02/06/2022;16:25:09;29.00;6.36
02/06/2022;16:26:09;29.00;6.40
02/06/2022;16:27:09;29.00;6.37
02/06/2022;16:28:09;29.00;6.46
02/06/2022;16:29:09;29.00;6.41
02/06/2022;16:30:09;29.00;6.38
02/06/2022;16:31:10;29.00;6.38
02/06/2022;16:32:10;29.00;6.40
02/06/2022;16:33:10;29.00;6.49
02/06/2022;16:34:10;29.00;6.52
02/06/2022;16:35:10;29.00;6.48
02/06/2022;16:36:10;29.00;6.41
02/06/2022;16:37:10;29.00;6.40
02/06/2022;16:38:11;29.00;6.55
02/06/2022;16:39:11;29.00;6.44
02/06/2022;16:40:11;29.00;6.44
02/06/2022;16:41:11;29.50;6.58
02/06/2022;16:42:11;29.50;6.53
02/06/2022;16:43:11;29.50;6.43
02/06/2022;16:44:11;29.50;6.55
02/06/2022;16:45:12;29.50;6.43
02/06/2022;16:46:12;29.50;6.50
02/06/2022;16:47:12;29.50;6.47
02/06/2022;16:48:12;29.50;6.40
02/06/2022;16:49:12;29.50;6.48
02/06/2022;16:50:12;29.50;6.53
02/06/2022;16:51:12;29.50;6.49
02/06/2022;16:52:13;29.50;6.50
02/06/2022;16:53:13;29.50;6.53
02/06/2022;16:54:13;29.50;6.52
02/06/2022;16:55:13;29.50;6.41
02/06/2022;16:56:13;29.50;6.43
02/06/2022;16:57:13;29.50;6.54
02/06/2022;16:58:13;29.50;6.43
02/06/2022;16:59:14;29.50;6.53
02/06/2022;17:00:14;29.50;6.50
02/06/2022;17:01:14;29.50;6.50
02/06/2022;17:02:14;29.50;6.50
02/06/2022;17:03:14;29.50;6.44
02/06/2022;17:04:14;29.50;6.39
02/06/2022;17:05:14;29.50;6.44
02/06/2022;17:06:15;29.50;6.44
02/06/2022;17:07:15;29.50;6.35
02/06/2022;17:08:15;29.50;6.37
02/06/2022;17:09:15;29.50;6.37
02/06/2022;17:10:15;29.50;6.47
02/06/2022;17:11:15;29.50;6.43
02/06/2022;17:12:15;29.50;6.45
02/06/2022;17:13:15;29.50;6.43
02/06/2022;17:14:16;29.50;6.46
02/06/2022;17:15:16;29.50;6.31
02/06/2022;17:16:16;29.50;6.33
02/06/2022;17:17:16;29.50;6.34
02/06/2022;17:18:16;29.50;6.39
02/06/2022;17:19:16;29.50;6.43
02/06/2022;17:20:16;29.50;6.33
02/06/2022;17:21:17;29.50;6.44
02/06/2022;17:22:17;29.50;6.30
02/06/2022;17:23:17;29.50;6.40
02/06/2022;17:24:17;29.50;6.33
02/06/2022;17:25:17;29.50;6.41
02/06/2022;17:26:17;29.50;6.34
02/06/2022;17:27:17;29.50;6.41
02/06/2022;17:28:18;29.50;6.41
02/06/2022;17:29:18;29.50;6.40
02/06/2022;17:30:18;29.50;6.28
02/06/2022;17:31:18;29.50;6.34
02/06/2022;17:32:18;29.50;6.41
02/06/2022;17:33:18;29.50;6.27
02/06/2022;17:34:18;29.50;6.40
02/06/2022;17:35:19;29.50;6.39
02/06/2022;17:36:19;29.50;6.28
02/06/2022;17:37:19;29.50;6.28
02/06/2022;17:38:19;29.50;6.39
02/06/2022;17:39:19;29.50;6.37
02/06/2022;17:40:19;29.50;6.40
02/06/2022;17:41:19;29.50;6.37
02/06/2022;17:42:20;29.50;6.40
02/06/2022;17:43:20;29.50;6.37
02/06/2022;17:44:20;29.50;6.38
02/06/2022;17:45:20;29.50;6.40
02/06/2022;17:46:20;29.50;6.36
02/06/2022;17:47:20;29.50;6.30
02/06/2022;17:48:20;29.50;6.27
02/06/2022;17:49:21;29.50;6.27
02/06/2022;17:50:21;29.50;6.28
02/06/2022;17:51:21;29.50;6.27
02/06/2022;17:52:21;29.50;6.25
02/06/2022;17:53:21;29.50;6.38
02/06/2022;17:54:21;29.50;6.34
02/06/2022;17:55:21;29.50;6.33
02/06/2022;17:56:22;29.50;6.34
02/06/2022;17:57:22;29.50;6.26
02/06/2022;17:58:22;29.50;6.38
02/06/2022;17:59:22;29.50;6.37
02/06/2022;18:00:22;29.50;6.26
02/06/2022;18:01:22;29.50;6.27
02/06/2022;18:02:22;29.50;6.38
02/06/2022;18:03:23;29.50;6.25
02/06/2022;18:04:23;29.50;6.37
02/06/2022;18:05:23;29.50;6.30
02/06/2022;18:06:23;29.50;6.37
02/06/2022;18:07:23;29.50;6.28
02/06/2022;18:08:23;29.50;6.33
02/06/2022;18:09:23;29.50;6.27
02/06/2022;18:10:23;29.50;6.27
02/06/2022;18:11:24;29.50;6.25
02/06/2022;18:12:24;29.50;6.24
02/06/2022;18:13:24;29.50;6.28
02/06/2022;18:14:24;29.50;6.30
02/06/2022;18:15:24;29.50;6.33
02/06/2022;18:16:24;29.50;6.37
02/06/2022;18:17:24;29.50;6.37
02/06/2022;18:18:25;29.50;6.34
02/06/2022;18:19:25;29.50;6.28
02/06/2022;18:20:25;29.50;6.36
02/06/2022;18:21:25;29.50;6.36
02/06/2022;18:22:25;29.50;6.25
02/06/2022;18:23:25;29.50;6.26
02/06/2022;18:24:25;29.50;6.28
02/06/2022;18:25:26;29.50;6.29
02/06/2022;18:26:26;29.50;6.28
02/06/2022;18:27:26;29.50;6.34
02/06/2022;18:28:26;29.50;6.28
02/06/2022;18:29:26;29.50;6.24
02/06/2022;18:30:26;29.00;6.22
02/06/2022;18:31:26;29.50;6.22
02/06/2022;18:32:27;29.50;6.24
02/06/2022;18:33:27;29.50;6.27
02/06/2022;18:34:27;29.50;6.24
02/06/2022;18:35:27;29.00;6.30
02/06/2022;18:36:27;29.00;6.31
02/06/2022;18:37:27;29.00;6.27
02/06/2022;18:38:27;29.00;6.29
02/06/2022;18:39:28;29.50;6.24
02/06/2022;18:40:28;29.00;6.36
02/06/2022;18:41:28;29.00;6.35
02/06/2022;18:42:28;29.00;6.25
02/06/2022;18:43:28;29.00;6.24
02/06/2022;18:44:28;29.00;6.35
02/06/2022;18:45:28;29.00;6.21
02/06/2022;18:46:29;29.00;6.34
02/06/2022;18:47:29;29.00;6.33
02/06/2022;18:48:29;29.00;6.21
02/06/2022;18:49:29;29.00;6.22
02/06/2022;18:50:29;29.00;6.21
02/06/2022;18:51:29;29.00;6.28
02/06/2022;18:52:29;29.00;6.26
02/06/2022;18:53:30;29.00;6.33
02/06/2022;18:54:30;29.00;6.21
02/06/2022;18:55:30;29.00;6.29
02/06/2022;18:56:30;29.00;6.29
02/06/2022;18:57:30;29.00;6.22
02/06/2022;18:58:30;29.00;6.20
02/06/2022;18:59:30;29.00;6.24
02/06/2022;19:00:30;29.00;6.28
02/06/2022;19:01:31;29.00;6.22
02/06/2022;19:02:31;29.00;6.20
02/06/2022;19:03:31;29.00;6.34
02/06/2022;19:04:31;29.00;6.34
02/06/2022;19:05:31;29.00;6.27
02/06/2022;19:06:31;29.00;6.34
02/06/2022;19:07:31;29.00;6.20
02/06/2022;19:08:32;29.00;6.25
02/06/2022;19:09:32;29.00;6.31
02/06/2022;19:10:32;29.00;6.21
02/06/2022;19:11:32;29.00;6.28
02/06/2022;19:12:32;29.00;6.33
02/06/2022;19:13:32;29.00;6.33
02/06/2022;19:14:32;29.00;6.20
02/06/2022;19:15:33;29.00;6.34
02/06/2022;19:16:33;29.00;6.25
02/06/2022;19:17:33;29.00;6.34
02/06/2022;19:18:33;29.00;6.22
02/06/2022;19:19:33;29.00;6.25
02/06/2022;19:20:33;29.00;6.27
02/06/2022;19:21:33;29.00;6.20
02/06/2022;19:22:34;29.00;6.30
02/06/2022;19:23:34;29.00;6.26
02/06/2022;19:24:34;29.00;6.24
02/06/2022;19:25:34;29.00;6.25
02/06/2022;19:26:34;29.00;6.21
02/06/2022;19:27:34;29.00;6.20
02/06/2022;19:28:34;29.00;6.20
02/06/2022;19:29:35;29.00;6.29
02/06/2022;19:30:35;29.00;6.28
02/06/2022;19:31:35;29.00;6.33
02/06/2022;19:32:35;29.00;6.25
02/06/2022;19:33:35;29.00;6.28
02/06/2022;19:34:35;29.00;6.25
02/06/2022;19:35:35;29.00;6.33
02/06/2022;19:36:36;29.00;6.21
02/06/2022;19:37:36;29.00;6.27
02/06/2022;19:38:36;29.00;6.28
02/06/2022;19:39:36;29.00;6.31
02/06/2022;19:40:36;29.00;6.20
02/06/2022;19:41:36;29.00;6.19
02/06/2022;19:42:36;29.00;6.19
02/06/2022;19:43:37;29.00;6.33
02/06/2022;19:44:37;29.00;6.19
02/06/2022;19:45:37;29.00;6.26
02/06/2022;19:46:37;29.00;6.22
02/06/2022;19:47:37;29.00;6.19
02/06/2022;19:48:37;29.00;6.31
02/06/2022;19:49:37;29.00;6.19
02/06/2022;19:50:37;29.00;6.31
02/06/2022;19:51:38;29.00;6.24
02/06/2022;19:52:38;29.00;6.27
02/06/2022;19:53:38;29.00;6.25
02/06/2022;19:54:38;29.00;6.25
02/06/2022;19:55:38;29.00;6.27
02/06/2022;19:56:38;29.00;6.26
02/06/2022;19:57:38;29.00;6.21
02/06/2022;19:58:39;29.00;6.19
02/06/2022;19:59:39;29.00;6.28
02/06/2022;20:00:39;29.00;6.19
02/06/2022;20:01:39;29.00;6.29
02/06/2022;20:02:39;29.00;6.20
02/06/2022;20:03:39;29.00;6.33
02/06/2022;20:04:39;29.00;6.19
02/06/2022;20:05:40;29.00;6.28
02/06/2022;20:06:40;29.00;6.21
02/06/2022;20:07:40;29.00;6.21
02/06/2022;20:08:40;29.00;6.24
02/06/2022;20:09:40;29.00;6.20
02/06/2022;20:10:40;29.00;6.18
02/06/2022;20:11:40;29.00;6.31
02/06/2022;20:12:41;29.00;6.18
02/06/2022;20:13:41;29.00;6.29
02/06/2022;20:14:41;29.00;6.20
02/06/2022;20:15:41;29.00;6.27
02/06/2022;20:16:41;29.00;6.31
02/06/2022;20:17:41;29.00;6.27
02/06/2022;20:18:41;29.00;6.31
02/06/2022;20:19:42;29.00;6.18
02/06/2022;20:20:42;29.00;6.20
02/06/2022;20:21:42;29.00;6.17
02/06/2022;20:22:42;29.00;6.31
02/06/2022;20:23:42;29.00;6.30
02/06/2022;20:24:42;29.00;6.27
02/06/2022;20:25:42;29.00;6.25
02/06/2022;20:26:43;29.00;6.30
02/06/2022;20:27:43;29.00;6.30
02/06/2022;20:28:43;29.00;6.24
02/06/2022;20:29:43;29.00;6.31
02/06/2022;20:30:43;29.00;6.17
02/06/2022;20:31:43;29.00;6.30
02/06/2022;20:32:43;29.00;6.29
02/06/2022;20:33:44;29.00;6.25
02/06/2022;20:34:44;29.00;6.27
02/06/2022;20:35:44;29.00;6.30
02/06/2022;20:36:44;29.00;6.29
02/06/2022;20:37:44;29.00;6.30
02/06/2022;20:38:44;29.00;6.19
02/06/2022;20:39:44;29.00;6.24
02/06/2022;20:40:44;29.00;6.29
02/06/2022;20:41:45;29.00;6.21
02/06/2022;20:42:45;29.00;6.21
02/06/2022;20:43:45;29.00;6.28
02/06/2022;20:44:45;29.00;6.25
02/06/2022;20:45:45;29.00;6.25
02/06/2022;20:46:45;29.00;6.20
02/06/2022;20:47:45;29.00;6.18
02/06/2022;20:48:46;29.00;6.17
02/06/2022;20:49:46;29.00;6.26
02/06/2022;20:50:46;29.00;6.29
02/06/2022;20:51:46;29.50;6.27
02/06/2022;20:52:46;29.00;6.28
02/06/2022;20:53:46;29.00;6.28
02/06/2022;20:54:46;29.00;6.27
02/06/2022;20:55:47;29.00;6.24
02/06/2022;20:56:47;29.00;6.26
02/06/2022;20:57:47;29.00;6.20
02/06/2022;20:58:47;29.00;6.30
02/06/2022;20:59:47;29.00;6.20
02/06/2022;21:00:47;29.00;6.22
02/06/2022;21:01:47;29.00;6.17
02/06/2022;21:02:48;29.00;6.17
02/06/2022;21:03:48;29.00;6.19
02/06/2022;21:04:48;29.00;6.27
02/06/2022;21:05:48;29.00;6.30
02/06/2022;21:06:48;29.00;6.16
02/06/2022;21:07:48;29.00;6.21
02/06/2022;21:08:48;29.00;6.30
02/06/2022;21:09:49;29.50;6.21
02/06/2022;21:10:49;29.00;6.17
02/06/2022;21:11:49;29.00;6.25
02/06/2022;21:12:49;29.00;6.28
02/06/2022;21:13:49;29.00;6.29
02/06/2022;21:14:49;29.50;6.29
02/06/2022;21:15:49;29.00;6.25
02/06/2022;21:16:50;29.00;6.30
02/06/2022;21:17:50;29.00;6.30
02/06/2022;21:18:50;29.00;6.21
02/06/2022;21:19:50;29.50;6.21
02/06/2022;21:20:50;29.50;6.19
02/06/2022;21:21:50;29.00;6.18
02/06/2022;21:22:50;29.00;6.28
02/06/2022;21:23:51;29.50;6.21
02/06/2022;21:24:51;29.00;6.20
02/06/2022;21:25:51;29.00;6.18
02/06/2022;21:26:51;29.50;6.27
02/06/2022;21:27:51;29.00;6.27
02/06/2022;21:28:51;29.50;6.17
02/06/2022;21:29:51;29.00;6.21
02/06/2022;21:30:51;29.00;6.16
02/06/2022;21:31:52;29.00;6.16
02/06/2022;21:32:52;29.50;6.20
02/06/2022;21:33:52;29.00;6.28
02/06/2022;21:34:52;29.00;6.17
02/06/2022;21:35:52;29.50;6.29
02/06/2022;21:36:52;29.50;6.25
02/06/2022;21:37:52;29.00;6.17
02/06/2022;21:38:53;29.00;6.17
02/06/2022;21:39:53;29.00;6.22
02/06/2022;21:40:53;29.50;6.29
02/06/2022;21:41:53;29.50;6.16
02/06/2022;21:42:53;29.00;6.20
02/06/2022;21:43:53;29.50;6.20
02/06/2022;21:44:53;29.50;6.16
02/06/2022;21:45:54;29.50;6.16
02/06/2022;21:46:54;29.50;6.16
02/06/2022;21:47:54;29.50;6.20
02/06/2022;21:48:54;29.50;6.29
02/06/2022;21:49:54;29.50;6.28
02/06/2022;21:50:54;29.50;6.22
02/06/2022;21:51:54;29.00;6.27
02/06/2022;21:52:55;29.50;6.25
02/06/2022;21:53:55;29.50;6.16
02/06/2022;21:54:55;29.00;6.16
02/06/2022;21:55:55;29.50;6.20
02/06/2022;21:56:55;29.50;6.16
02/06/2022;21:57:55;29.50;6.28
02/06/2022;21:58:55;29.50;6.22
02/06/2022;21:59:56;29.00;6.21
02/06/2022;22:00:56;29.50;6.27
02/06/2022;22:01:56;29.50;6.21
02/06/2022;22:02:56;29.50;6.16
02/06/2022;22:03:56;29.00;6.20
02/06/2022;22:04:56;29.50;6.22
02/06/2022;22:05:56;29.50;6.29
02/06/2022;22:06:57;29.00;6.27
02/06/2022;22:07:57;29.50;6.15
02/06/2022;22:08:57;29.00;6.17
02/06/2022;22:09:57;29.00;6.19
02/06/2022;22:10:57;29.00;6.24
02/06/2022;22:11:57;29.50;6.29
02/06/2022;22:12:57;29.50;6.19
02/06/2022;22:13:58;29.00;6.21
02/06/2022;22:14:58;29.00;6.15
02/06/2022;22:15:58;29.00;6.19
02/06/2022;22:16:58;29.00;6.24
02/06/2022;22:17:58;29.50;6.16
02/06/2022;22:18:58;29.00;6.16
02/06/2022;22:19:58;29.00;6.24
02/06/2022;22:20:58;29.00;6.15
02/06/2022;22:21:59;29.00;6.22
02/06/2022;22:22:59;29.00;6.18
02/06/2022;22:23:59;29.00;6.18
02/06/2022;22:24:59;29.00;6.18
02/06/2022;22:25:59;29.00;6.19
02/06/2022;22:26:59;29.00;6.15
02/06/2022;22:27:59;29.00;6.16
02/06/2022;22:29:00;29.00;6.16
02/06/2022;22:30:00;29.00;6.15
02/06/2022;22:31:00;29.00;6.28
02/06/2022;22:32:00;29.00;6.24
02/06/2022;22:33:00;29.00;6.15
02/06/2022;22:34:00;29.00;6.19
02/06/2022;22:35:00;29.00;6.20
02/06/2022;22:36:01;29.00;6.22
02/06/2022;22:37:01;29.00;6.28
02/06/2022;22:38:01;29.00;6.25
02/06/2022;22:39:01;29.00;6.21
02/06/2022;22:40:01;29.00;6.25
02/06/2022;22:41:01;29.00;6.18
02/06/2022;22:42:01;29.50;6.27
02/06/2022;22:43:02;29.00;6.13
02/06/2022;22:44:02;29.00;6.20
02/06/2022;22:45:02;29.00;6.16
02/06/2022;22:46:02;29.00;6.26
02/06/2022;22:47:02;29.00;6.18
02/06/2022;22:48:02;29.00;6.18
02/06/2022;22:49:02;29.00;6.27
02/06/2022;22:50:03;29.00;6.24
02/06/2022;22:51:03;29.00;6.13
02/06/2022;22:52:03;29.00;6.24
02/06/2022;22:53:03;29.00;6.22
02/06/2022;22:54:03;29.00;6.22
02/06/2022;22:55:03;29.00;6.18
02/06/2022;22:56:03;29.00;6.25
02/06/2022;22:57:04;29.00;6.26
02/06/2022;22:58:04;29.00;6.20
02/06/2022;22:59:04;29.00;6.20
02/06/2022;23:00:04;29.00;6.25
02/06/2022;23:01:04;29.00;6.20
02/06/2022;23:02:04;29.00;6.24
02/06/2022;23:03:04;29.00;6.22
02/06/2022;23:04:05;29.00;6.12
02/06/2022;23:05:05;29.00;6.19
02/06/2022;23:06:05;29.00;6.18
02/06/2022;23:07:05;29.00;6.20
02/06/2022;23:08:05;29.00;6.26
02/06/2022;23:09:05;29.00;6.26
02/06/2022;23:10:05;29.00;6.26
02/06/2022;23:11:05;29.00;6.16
02/06/2022;23:12:06;29.00;6.21
02/06/2022;23:13:06;29.00;6.26
02/06/2022;23:14:06;29.00;6.24
02/06/2022;23:15:06;29.00;6.13
02/06/2022;23:16:06;29.00;6.20
02/06/2022;23:17:06;29.00;6.22
02/06/2022;23:18:06;29.00;6.11
02/06/2022;23:19:07;29.00;6.12
02/06/2022;23:20:07;29.00;6.11
02/06/2022;23:21:07;29.00;6.25
02/06/2022;23:22:07;29.00;6.21
02/06/2022;23:23:07;29.00;6.15
02/06/2022;23:24:07;29.00;6.24
02/06/2022;23:25:07;29.00;6.13
02/06/2022;23:26:08;29.00;6.20
02/06/2022;23:27:08;29.00;6.25
02/06/2022;23:28:08;29.00;6.20
02/06/2022;23:29:08;29.00;6.13
02/06/2022;23:30:08;29.00;6.13
02/06/2022;23:31:08;29.00;6.24
02/06/2022;23:32:08;29.00;6.16
02/06/2022;23:33:09;29.00;6.20
02/06/2022;23:34:09;29.00;6.11
02/06/2022;23:35:09;29.00;6.16
02/06/2022;23:36:09;29.00;6.15
02/06/2022;23:37:09;29.00;6.20
02/06/2022;23:38:09;29.00;6.13
02/06/2022;23:39:09;29.00;6.10
02/06/2022;23:40:10;29.00;6.20
02/06/2022;23:41:10;29.00;6.22
02/06/2022;23:42:10;29.00;6.13
02/06/2022;23:43:10;29.00;6.22
02/06/2022;23:44:10;29.00;6.10
02/06/2022;23:45:10;29.00;6.22
02/06/2022;23:46:10;29.00;6.18
02/06/2022;23:47:11;29.00;6.21
02/06/2022;23:48:11;29.00;6.10
02/06/2022;23:49:11;29.00;6.13
02/06/2022;23:50:11;29.00;6.24
02/06/2022;23:51:11;29.00;6.10
02/06/2022;23:52:11;29.00;6.18
02/06/2022;23:53:11;29.00;6.11
02/06/2022;23:54:12;29.00;6.13
02/06/2022;23:55:12;29.00;6.12
02/06/2022;23:56:12;29.00;6.10
02/06/2022;23:57:12;29.00;6.10
02/06/2022;23:58:12;29.00;6.22
02/06/2022;23:59:12;29.00;6.20
03/06/2022;00:00:12;29.00;6.12
03/06/2022;00:01:12;29.00;6.10
03/06/2022;00:02:13;29.00;6.13
03/06/2022;00:03:13;29.00;6.09
03/06/2022;00:04:13;29.00;6.11
03/06/2022;00:05:13;29.00;6.13
03/06/2022;00:06:13;29.00;6.11
03/06/2022;00:07:13;29.00;6.09
03/06/2022;00:08:13;29.00;6.13
03/06/2022;00:09:14;29.00;6.18
03/06/2022;00:10:14;29.00;6.17
03/06/2022;00:11:14;29.00;6.16
03/06/2022;00:12:14;29.00;6.18
03/06/2022;00:13:14;29.00;6.17
03/06/2022;00:14:14;29.00;6.11
03/06/2022;00:15:14;29.00;6.08
03/06/2022;00:16:15;29.00;6.17
03/06/2022;00:17:15;29.00;6.10
03/06/2022;00:18:15;29.00;6.21
03/06/2022;00:19:15;29.00;6.08
03/06/2022;00:20:15;29.00;6.21
03/06/2022;00:21:15;29.00;6.15
03/06/2022;00:22:15;29.00;6.12
03/06/2022;00:23:16;29.00;6.08
03/06/2022;00:24:16;29.00;6.19
03/06/2022;00:25:16;29.00;6.09
03/06/2022;00:26:16;29.00;6.13
03/06/2022;00:27:16;29.00;6.07
03/06/2022;00:28:16;29.00;6.07
03/06/2022;00:29:16;29.00;6.11
03/06/2022;00:30:17;29.00;6.08
03/06/2022;00:31:17;29.00;6.19
03/06/2022;00:32:17;29.00;6.15
03/06/2022;00:33:17;29.00;6.10
03/06/2022;00:34:17;29.00;6.08
03/06/2022;00:35:17;29.00;6.19
03/06/2022;00:36:17;29.00;6.15
03/06/2022;00:37:18;29.00;6.20
03/06/2022;00:38:18;29.00;6.07
03/06/2022;00:39:18;29.00;6.17
03/06/2022;00:40:18;29.00;6.20
03/06/2022;00:41:18;29.00;6.07
03/06/2022;00:42:18;29.00;6.20
03/06/2022;00:43:18;29.00;6.08
03/06/2022;00:44:19;29.00;6.13
03/06/2022;00:45:19;29.00;6.09
03/06/2022;00:46:19;29.00;6.07
03/06/2022;00:47:19;29.00;6.08
03/06/2022;00:48:19;29.00;6.10
03/06/2022;00:49:19;29.00;6.07
03/06/2022;00:50:19;29.00;6.10
03/06/2022;00:51:19;29.00;6.20
03/06/2022;00:52:20;29.00;6.18
03/06/2022;00:53:20;29.00;6.06
03/06/2022;00:54:20;29.00;6.10
03/06/2022;00:55:20;29.00;6.17
03/06/2022;00:56:20;29.00;6.19
03/06/2022;00:57:20;29.00;6.08
03/06/2022;00:58:20;29.00;6.09
03/06/2022;00:59:21;29.00;6.06
03/06/2022;01:00:21;29.00;6.16
03/06/2022;01:01:21;29.00;6.09
03/06/2022;01:02:21;29.00;6.18
03/06/2022;01:03:21;29.00;6.11
03/06/2022;01:04:21;29.00;6.09
03/06/2022;01:05:21;29.00;6.12
